Year,State,Demographic,Comparing (Focus group),Cigarette Use Prevalence % (Focus group)
2019,Michigan,Education,Less than High School,38.0
2019,Minnesota,Education,Graduated from college,5.5
2019,Minnesota,Education,High School,17.6
2019,Minnesota,Education,Less than High School,30.2
2019,Mississippi,Education,Graduated from college,8.7
2019,Mississippi,Education,High School,21.5
2019,Mississippi,Education,Less than High School,30.9
2019,Missouri,Education,Graduated from college,7.2
2019,Missouri,Education,High School,21.7
2019,Missouri,Education,Less than High School,38.2
2019,Montana,Education,Graduated from college,6.0
2019,Montana,Education,High School,19.4
2019,Montana,Education,Less than High School,31.5
2019,Nebraska,Education,Graduated from college,6.1
2019,Nebraska,Education,High School,17.2
2019,Nebraska,Education,Less than High School,24.1
2019,Nevada,Education,Graduated from college,8.8
2019,Nevada,Education,High School,16.5
2019,Nevada,Education,Less than High School,19.3
2019,New Hampshire,Education,Graduated from college,4.9
2019,New Hampshire,Education,High School,19.0
2019,New Hampshire,Education,Less than High School,42.4
2019,New Mexico,Education,Graduated from college,6.1
2019,New Mexico,Education,High School,17.6
2019,New Mexico,Education,Less than High School,25.7
2019,New York,Education,Graduated from college,6.0
2019,New York,Education,High School,16.1
2019,New York,Education,Less than High School,15.7
2019,North Carolina,Education,Graduated from college,7.1
2019,North Carolina,Education,High School,21.7
2019,North Carolina,Education,Less than High School,28.4
2019,North Dakota,Education,Graduated from college,7.4
2019,North Dakota,Education,High School,19.6
2019,North Dakota,Education,Less than High School,27.7
2019,Ohio,Education,Graduated from college,9.0
2019,Ohio,Education,High School,22.3
2019,Ohio,Education,Less than High School,41.8
2019,Oklahoma,Education,Graduated from college,6.6
2019,Oklahoma,Education,High School,20.1
2019,Oklahoma,Education,Less than High School,35.1
2019,Oregon,Education,Graduated from college,6.4
2019,Oregon,Education,High School,17.0
2019,Oregon,Education,Less than High School,23.7
2019,Pennsylvania,Education,Graduated from college,6.8
2019,Pennsylvania,Education,High School,20.2
2019,Pennsylvania,Education,Less than High School,28.4
2019,Rhode Island,Education,Graduated from college,5.0
2019,Rhode Island,Education,High School,16.1
2019,Rhode Island,Education,Less than High School,21.4
2019,South Carolina,Education,Graduated from college,6.1
2019,South Carolina,Education,High School,18.4
2019,South Carolina,Education,Less than High School,35.6
2019,South Dakota,Education,Graduated from college,7.8
2019,South Dakota,Education,High School,19.5
2019,South Dakota,Education,Less than High School,39.5
2019,Tennessee,Education,Graduated from college,7.5
2019,Tennessee,Education,High School,21.2
2019,Tennessee,Education,Less than High School,36.9
2019,Texas,Education,Graduated from college,5.3
2019,Texas,Education,High School,16.0
2019,Texas,Education,Less than High School,25.6
2019,Utah,Education,Graduated from college,2.1
2019,Utah,Education,High School,9.7
2019,Utah,Education,Less than High School,14.4
2019,Vermont,Education,Graduated from college,4.9
2019,Vermont,Education,High School,18.5
2019,Vermont,Education,Less than High School,36.2
2019,Virginia,Education,Graduated from college,5.9
2019,Virginia,Education,High School,17.4
2019,Virginia,Education,Less than High School,24.0
2019,Washington,Education,Graduated from college,5.0
2019,Washington,Education,High School,15.6
2019,Washington,Education,Less than High School,21.5
2019,West Virginia,Education,Graduated from college,9.9
2019,West Virginia,Education,High School,24.7
2019,West Virginia,Education,Less than High School,39.3
2019,Wisconsin,Education,Graduated from college,5.9
2019,Wisconsin,Education,High School,17.9
2019,Wisconsin,Education,Less than High School,27.4
2019,Wyoming,Education,Graduated from college,6.0
2019,Wyoming,Education,High School,20.4
2019,Wyoming,Education,Less than High School,39.5
2020,Alabama,Education,Graduated from college,7.1
2020,Alabama,Education,High School,18.8
2020,Alabama,Education,Less than High School,35.9
2020,Alaska,Education,Graduated from college,4.9
2020,Alaska,Education,High School,20.0
2020,Alaska,Education,Less than High School,45.9
2020,Arizona,Education,Graduated from college,6.4
2020,Arizona,Education,High School,13.9
2020,Arizona,Education,Less than High School,22.6
2020,Arkansas,Education,Graduated from college,7.8
2020,Arkansas,Education,High School,21.9
2020,Arkansas,Education,Less than High School,33.1
2020,California,Education,Graduated from college,4.2
2020,California,Education,High School,10.5
2020,California,Education,Less than High School,12.5
2020,Colorado,Education,Graduated from college,4.9
2020,Colorado,Education,High School,15.7
2020,Colorado,Education,Less than High School,24.7
2020,Connecticut,Education,Graduated from college,4.2
2020,Connecticut,Education,High School,15.0
2020,Connecticut,Education,Less than High School,22.8
2020,Delaware,Education,Graduated from college,5.6
2020,Delaware,Education,High School,17.7
2020,Delaware,Education,Less than High School,27.9
2020,District of Columbia,Education,Graduated from college,4.5
2020,District of Columbia,Education,High School,18.2
2020,District of Columbia,Education,Less than High School,28.2
2020,Florida,Education,Graduated from college,6.7
2020,Florida,Education,High School,16.9
2020,Florida,Education,Less than High School,22.2
2020,Georgia,Education,Graduated from college,5.9
2020,Georgia,Education,High School,17.6
2020,Georgia,Education,Less than High School,28.7
2020,Hawaii,Education,Graduated from college,4.6
2020,Hawaii,Education,High School,13.7
2020,Hawaii,Education,Less than High School,21.9
2020,Idaho,Education,Graduated from college,4.8
2020,Idaho,Education,High School,15.3
2020,Idaho,Education,Less than High School,25.0
2020,Illinois,Education,Graduated from college,4.5
2020,Illinois,Education,High School,15.9
2020,Illinois,Education,Less than High School,20.4
2020,Indiana,Education,Graduated from college,6.8
2020,Indiana,Education,High School,20.4
2020,Indiana,Education,Less than High School,40.8
2020,Iowa,Education,Graduated from college,5.5
2020,Iowa,Education,High School,18.7
2020,Iowa,Education,Less than High School,25.7
2020,Kansas,Education,Graduated from college,6.1
2020,Kansas,Education,High School,19.0
2020,Kansas,Education,Less than High School,34.4
2020,Kentucky,Education,Graduated from college,7.2
2020,Kentucky,Education,High School,22.6
2020,Kentucky,Education,Less than High School,39.2
2020,Louisiana,Education,Graduated from college,7.5
2020,Louisiana,Education,High School,18.3
2020,Louisiana,Education,Less than High School,34.8
2020,Maine,Education,Graduated from college,5.4
2020,Maine,Education,High School,19.3
2020,Maine,Education,Less than High School,37.3
2020,Maryland,Education,Graduated from college,3.9
2020,Maryland,Education,High School,13.8
2020,Maryland,Education,Less than High School,21.7
2020,Massachusetts,Education,Graduated from college,4.7
2020,Massachusetts,Education,High School,14.3
2020,Massachusetts,Education,Less than High School,20.2
2020,Michigan,Education,Graduated from college,6.5
2020,Michigan,Education,High School,19.8
2020,Michigan,Education,Less than High School,42.8
2020,Minnesota,Education,Graduated from college,5.5
2020,Minnesota,Education,High School,16.9
2020,Minnesota,Education,Less than High School,27.0
2020,Mississippi,Education,Graduated from college,8.3
2020,Mississippi,Education,High School,20.1
2020,Mississippi,Education,Less than High School,35.0
2020,Missouri,Education,Graduated from college,6.2
2020,Missouri,Education,High School,19.6
2020,Missouri,Education,Less than High School,37.0
2020,Montana,Education,Graduated from college,6.2
2020,Montana,Education,High School,18.4
2020,Montana,Education,Less than High School,38.8
2020,Nebraska,Education,Graduated from college,5.2
2020,Nebraska,Education,High School,17.3
2020,Nebraska,Education,Less than High School,19.9
2020,Nevada,Education,Graduated from college,7.7
2020,Nevada,Education,High School,17.0
2020,Nevada,Education,Less than High School,12.7
2020,New Hampshire,Education,Graduated from college,5.2
2020,New Hampshire,Education,High School,15.4
2020,New Hampshire,Education,Less than High School,44.9
2020,New Jersey,Education,Graduated from college,5.2
2020,New Jersey,Education,High School,13.0
2020,New Jersey,Education,Less than High School,19.4
2020,New Mexico,Education,Graduated from college,6.3
2020,New Mexico,Education,High School,17.2
2020,New Mexico,Education,Less than High School,27.1
2020,New York,Education,Graduated from college,5.4
2020,New York,Education,High School,14.7
2020,New York,Education,Less than High School,19.0
2020,North Carolina,Education,Graduated from college,6.2
2020,North Carolina,Education,High School,19.2
2020,North Carolina,Education,Less than High School,27.6
2020,North Dakota,Education,Graduated from college,6.5
2020,North Dakota,Education,High School,19.5
2020,North Dakota,Education,Less than High School,39.2
2020,Ohio,Education,Graduated from college,6.6
2020,Ohio,Education,High School,21.2
2020,Ohio,Education,Less than High School,40.3
2020,Oklahoma,Education,Graduated from college,7.4
2020,Oklahoma,Education,High School,20.5
2020,Oklahoma,Education,Less than High School,33.5
2020,Oregon,Education,Graduated from college,5.5
2020,Oregon,Education,High School,14.8
2020,Oregon,Education,Less than High School,29.8
2020,Pennsylvania,Education,Graduated from college,5.9
2020,Pennsylvania,Education,High School,18.9
2020,Pennsylvania,Education,Less than High School,25.9
2020,Rhode Island,Education,Graduated from college,5.2
2020,Rhode Island,Education,High School,16.2
2020,Rhode Island,Education,Less than High School,22.8
2020,South Carolina,Education,Graduated from college,6.3
2020,South Carolina,Education,High School,19.6
2020,South Carolina,Education,Less than High School,35.9
2020,South Dakota,Education,Graduated from college,7.6
2020,South Dakota,Education,High School,20.3
2020,South Dakota,Education,Less than High School,30.4
2020,Tennessee,Education,Graduated from college,6.1
2020,Tennessee,Education,High School,22.1
2020,Tennessee,Education,Less than High School,35.3
2020,Texas,Education,Graduated from college,7.1
2020,Texas,Education,High School,14.4
2020,Texas,Education,Less than High School,19.2
2020,Utah,Education,Graduated from college,2.3
2020,Utah,Education,High School,8.9
2020,Utah,Education,Less than High School,23.7
2020,Vermont,Education,Graduated from college,3.4
2020,Vermont,Education,High School,16.6
2020,Vermont,Education,Less than High School,32.8
2020,Virginia,Education,Graduated from college,5.0
2020,Virginia,Education,High School,17.1
2020,Virginia,Education,Less than High School,24.7
2020,Washington,Education,Graduated from college,4.4
2020,Washington,Education,High School,14.7
2020,Washington,Education,Less than High School,17.8
2020,West Virginia,Education,Graduated from college,9.8
2020,West Virginia,Education,High School,23.3
2020,West Virginia,Education,Less than High School,37.5
2020,Wisconsin,Education,Graduated from college,5.3
2020,Wisconsin,Education,High School,18.0
2020,Wisconsin,Education,Less than High School,30.9
2020,Wyoming,Education,Graduated from college,9.2
2020,Wyoming,Education,High School,20.3
2020,Wyoming,Education,Less than High School,33.3
2021,Alabama,Education,Graduated from college,6.4
2021,Alabama,Education,High School,17.7
2021,Alabama,Education,Less than High School,34.2
2021,Alaska,Education,Graduated from college,5.1
2021,Alaska,Education,High School,18.6
2021,Alaska,Education,Less than High School,46.6
2021,Arizona,Education,Graduated from college,6.2
2021,Arizona,Education,High School,14.3
2021,Arizona,Education,Less than High School,22.8
2021,Arkansas,Education,Graduated from college,7.6
2021,Arkansas,Education,High School,21.5
2021,Arkansas,Education,Less than High School,41.5
2021,California,Education,Graduated from college,4.0
2021,California,Education,High School,10.4
2021,California,Education,Less than High School,13.3
2021,Colorado,Education,Graduated from college,4.5
2021,Colorado,Education,High School,16.0
2021,Colorado,Education,Less than High School,21.0
2021,Connecticut,Education,Graduated from college,4.7
2021,Connecticut,Education,High School,14.2
2021,Connecticut,Education,Less than High School,18.4
2021,Delaware,Education,Graduated from college,5.4
2021,Delaware,Education,High School,16.1
2021,Delaware,Education,Less than High School,22.2
2021,District of Columbia,Education,Graduated from college,4.7
2021,District of Columbia,Education,High School,15.5
2021,District of Columbia,Education,Less than High School,19.9
2021,Georgia,Education,Graduated from college,5.4
2021,Georgia,Education,High School,16.5
2021,Georgia,Education,Less than High School,30.8
2021,Hawaii,Education,Graduated from college,3.9
2021,Hawaii,Education,High School,12.2
2021,Hawaii,Education,Less than High School,18.7
2021,Idaho,Education,Graduated from college,4.8
2021,Idaho,Education,High School,14.1
2021,Idaho,Education,Less than High School,32.4
2021,Illinois,Education,Graduated from college,3.7
2021,Illinois,Education,High School,15.2
2021,Illinois,Education,Less than High School,21.6
2021,Indiana,Education,Graduated from college,6.0
2021,Indiana,Education,High School,19.3
2021,Indiana,Education,Less than High School,31.6
2021,Iowa,Education,Graduated from college,6.6
2021,Iowa,Education,High School,16.7
2021,Iowa,Education,Less than High School,25.4
2021,Kansas,Education,Graduated from college,5.9
2021,Kansas,Education,High School,17.8
2021,Kansas,Education,Less than High School,33.7
2021,Kentucky,Education,Graduated from college,7.6
2021,Kentucky,Education,High School,20.6
2021,Kentucky,Education,Less than High School,36.8
2021,Louisiana,Education,Graduated from college,7.2
2021,Louisiana,Education,High School,20.5
2021,Louisiana,Education,Less than High School,35.6
2021,Maine,Education,Graduated from college,6.0
2021,Maine,Education,High School,17.8
2021,Maine,Education,Less than High School,37.3
2021,Maryland,Education,Graduated from college,3.9
2021,Maryland,Education,High School,12.8
2021,Maryland,Education,Less than High School,19.6
2021,Massachusetts,Education,Graduated from college,4.0
2021,Massachusetts,Education,High School,14.3
2021,Massachusetts,Education,Less than High School,19.0
2021,Michigan,Education,Graduated from college,5.8
2021,Michigan,Education,High School,19.3
2021,Michigan,Education,Less than High School,35.0
2021,Minnesota,Education,Graduated from college,5.5
2021,Minnesota,Education,High School,16.8
2021,Minnesota,Education,Less than High School,24.2
2021,Mississippi,Education,Graduated from college,8.8
2021,Mississippi,Education,High School,19.1
2021,Mississippi,Education,Less than High School,36.1
2021,Missouri,Education,Graduated from college,6.6
2021,Missouri,Education,High School,18.7
2021,Missouri,Education,Less than High School,37.8
2021,Montana,Education,Graduated from college,5.9
2021,Montana,Education,High School,16.8
2021,Montana,Education,Less than High School,28.6
2021,Nebraska,Education,Graduated from college,5.7
2021,Nebraska,Education,High School,15.5
2021,Nebraska,Education,Less than High School,24.8
2021,Nevada,Education,Graduated from college,8.7
2021,Nevada,Education,High School,15.6
2021,Nevada,Education,Less than High School,27.2
2021,New Hampshire,Education,Graduated from college,5.4
2021,New Hampshire,Education,High School,15.2
2021,New Hampshire,Education,Less than High School,23.0
2021,New Jersey,Education,Graduated from college,4.7
2021,New Jersey,Education,High School,14.2
2021,New Jersey,Education,Less than High School,15.8
2021,New Mexico,Education,Graduated from college,6.9
2021,New Mexico,Education,High School,14.9
2021,New Mexico,Education,Less than High School,18.4
2021,New York,Education,Graduated from college,5.7
2021,New York,Education,High School,14.6
2021,New York,Education,Less than High School,19.2
2021,North Carolina,Education,Graduated from college,5.9
2021,North Carolina,Education,High School,16.2
2021,North Carolina,Education,Less than High School,26.7
2021,North Dakota,Education,Graduated from college,5.5
2021,North Dakota,Education,High School,16.7
2021,North Dakota,Education,Less than High School,36.0
2021,Ohio,Education,Graduated from college,5.5
2021,Ohio,Education,High School,20.1
2021,Ohio,Education,Less than High School,38.6
2021,Oklahoma,Education,Graduated from college,5.8
2021,Oklahoma,Education,High School,18.5
2021,Oklahoma,Education,Less than High School,30.9
2021,Oregon,Education,Graduated from college,4.0
2021,Oregon,Education,High School,15.4
2021,Oregon,Education,Less than High School,21.0
2021,Pennsylvania,Education,Graduated from college,6.1
2021,Pennsylvania,Education,High School,17.1
2021,Pennsylvania,Education,Less than High School,24.1
2021,Rhode Island,Education,Graduated from college,4.8
2021,Rhode Island,Education,High School,14.9
2021,Rhode Island,Education,Less than High School,21.5
2021,South Carolina,Education,Graduated from college,6.1
2021,South Carolina,Education,High School,17.2
2021,South Carolina,Education,Less than High School,28.2
2021,South Dakota,Education,Graduated from college,6.5
2021,South Dakota,Education,High School,16.0
2021,South Dakota,Education,Less than High School,41.5
2021,Tennessee,Education,Graduated from college,6.2
2021,Tennessee,Education,High School,22.5
2021,Tennessee,Education,Less than High School,35.3
2021,Texas,Education,Graduated from college,5.3
2021,Texas,Education,High School,14.4
2021,Texas,Education,Less than High School,21.8
2021,Utah,Education,Graduated from college,2.2
2021,Utah,Education,High School,7.8
2021,Utah,Education,Less than High School,21.4
2021,Vermont,Education,Graduated from college,4.8
2021,Vermont,Education,High School,18.3
2021,Vermont,Education,Less than High School,38.4
2021,Virginia,Education,Graduated from college,4.2
2021,Virginia,Education,High School,14.8
2021,Virginia,Education,Less than High School,30.2
2021,Washington,Education,Graduated from college,3.9
2021,Washington,Education,High School,13.2
2021,Washington,Education,Less than High School,21.2
2021,West Virginia,Education,Graduated from college,7.9
2021,West Virginia,Education,High School,22.8
2021,West Virginia,Education,Less than High School,41.0
2021,Wisconsin,Education,Graduated from college,4.1
2021,Wisconsin,Education,High School,16.2
2021,Wisconsin,Education,Less than High School,24.2
2021,Wyoming,Education,Graduated from college,7.1
2021,Wyoming,Education,High School,18.7
2021,Wyoming,Education,Less than High School,28.8
2022,Alabama,Education,Graduated from college,5.2
2022,Alabama,Education,High School,16.9
2022,Alabama,Education,Less than High School,28.6
2022,Alaska,Education,Graduated from college,5.6
2022,Alaska,Education,High School,18.2
2022,Alaska,Education,Less than High School,33.7
2022,Arizona,Education,Graduated from college,5.7
2022,Arizona,Education,High School,13.6
2022,Arizona,Education,Less than High School,25.3
2022,Arkansas,Education,Graduated from college,7.9
2022,Arkansas,Education,High School,19.6
2022,Arkansas,Education,Less than High School,34.1
2022,California,Education,Graduated from college,4.5
2022,California,Education,High School,10.8
2022,California,Education,Less than High School,16.7
2022,Colorado,Education,Graduated from college,4.0
2022,Colorado,Education,High School,14.4
2022,Colorado,Education,Less than High School,18.6
2022,Connecticut,Education,Graduated from college,3.6
2022,Connecticut,Education,High School,13.0
2022,Connecticut,Education,Less than High School,18.4
2022,Delaware,Education,Graduated from college,4.6
2022,Delaware,Education,High School,16.2
2022,Delaware,Education,Less than High School,19.3
2022,District of Columbia,Education,Graduated from college,5.0
2022,District of Columbia,Education,High School,16.2
2022,District of Columbia,Education,Less than High School,33.6
2022,Florida,Education,Graduated from college,5.5
2022,Florida,Education,High School,12.9
2022,Florida,Education,Less than High School,17.7
2022,Georgia,Education,Graduated from college,5.8
2022,Georgia,Education,High School,13.6
2022,Georgia,Education,Less than High School,23.9
2022,Hawaii,Education,Graduated from college,3.8
2022,Hawaii,Education,High School,11.4
2022,Hawaii,Education,Less than High School,24.6
2022,Idaho,Education,Graduated from college,5.0
2022,Idaho,Education,High School,12.9
2022,Idaho,Education,Less than High School,24.5
2022,Illinois,Education,Graduated from college,4.8
2022,Illinois,Education,High School,14.9
2022,Illinois,Education,Less than High School,23.2
2022,Indiana,Education,Graduated from college,6.3
2022,Indiana,Education,High School,18.2
2022,Indiana,Education,Less than High School,28.1
2022,Iowa,Education,Graduated from college,4.8
2022,Iowa,Education,High School,17.6
2022,Iowa,Education,Less than High School,25.6
2022,Kansas,Education,Graduated from college,5.1
2022,Kansas,Education,High School,17.0
2022,Kansas,Education,Less than High School,30.1
2022,Kentucky,Education,Graduated from college,7.1
2022,Kentucky,Education,High School,19.8
2022,Kentucky,Education,Less than High School,24.7
2022,Louisiana,Education,Graduated from college,6.7
2022,Louisiana,Education,High School,16.6
2022,Louisiana,Education,Less than High School,34.0
2022,Maine,Education,Graduated from college,4.7
2022,Maine,Education,High School,17.4
2022,Maine,Education,Less than High School,39.5
2022,Maryland,Education,Graduated from college,3.8
2022,Maryland,Education,High School,12.4
2022,Maryland,Education,Less than High School,17.1
2022,Massachusetts,Education,Graduated from college,4.1
2022,Massachusetts,Education,High School,13.8
2022,Massachusetts,Education,Less than High School,20.4
2022,Michigan,Education,Graduated from college,5.7
2022,Michigan,Education,High School,17.4
2022,Michigan,Education,Less than High School,29.4
2022,Minnesota,Education,Graduated from college,5.1
2022,Minnesota,Education,High School,15.7
2022,Minnesota,Education,Less than High School,29.0
2022,Mississippi,Education,Graduated from college,6.5
2022,Mississippi,Education,High School,16.9
2022,Mississippi,Education,Less than High School,36.4
2022,Missouri,Education,Graduated from college,7.6
2022,Missouri,Education,High School,18.6
2022,Missouri,Education,Less than High School,31.8
2022,Montana,Education,Graduated from college,7.0
2022,Montana,Education,High School,16.7
2022,Montana,Education,Less than High School,38.8
2022,Nebraska,Education,Graduated from college,6.5
2022,Nebraska,Education,High School,15.1
2022,Nebraska,Education,Less than High School,20.8
2022,Nevada,Education,Graduated from college,6.2
2022,Nevada,Education,High School,16.2
2022,Nevada,Education,Less than High School,24.4
2022,New Hampshire,Education,Graduated from college,3.7
2022,New Hampshire,Education,High School,13.6
2022,New Hampshire,Education,Less than High School,33.3
2022,New Jersey,Education,Graduated from college,4.5
2022,New Jersey,Education,High School,12.8
2022,New Jersey,Education,Less than High School,20.6
2022,New Mexico,Education,Graduated from college,7.4
2022,New Mexico,Education,High School,16.7
2022,New Mexico,Education,Less than High School,21.4
2022,New York,Education,Graduated from college,4.9
2022,New York,Education,High School,14.0
2022,New York,Education,Less than High School,18.1
2022,North Carolina,Education,Graduated from college,5.4
2022,North Carolina,Education,High School,16.4
2022,North Carolina,Education,Less than High School,28.1
2022,North Dakota,Education,Graduated from college,5.7
2022,North Dakota,Education,High School,17.2
2022,North Dakota,Education,Less than High School,32.2
2022,Ohio,Education,Graduated from college,6.2
2022,Ohio,Education,High School,19.1
2022,Ohio,Education,Less than High School,35.4
2022,Oklahoma,Education,Graduated from college,6.3
2022,Oklahoma,Education,High School,17.0
2022,Oklahoma,Education,Less than High School,27.3
2022,Oregon,Education,Graduated from college,5.7
2022,Oregon,Education,High School,15.2
2022,Oregon,Education,Less than High School,19.0
2022,Pennsylvania,Education,Graduated from college,6.6
2022,Pennsylvania,Education,High School,16.4
2022,Pennsylvania,Education,Less than High School,33.5
2022,Rhode Island,Education,Graduated from college,5.1
2022,Rhode Island,Education,High School,14.1
2022,Rhode Island,Education,Less than High School,20.0
2022,South Carolina,Education,Graduated from college,5.7
2022,South Carolina,Education,High School,16.9
2022,South Carolina,Education,Less than High School,29.7
2022,South Dakota,Education,Graduated from college,6.9
2022,South Dakota,Education,High School,16.8
2022,South Dakota,Education,Less than High School,16.3
2022,Tennessee,Education,Graduated from college,8.1
2022,Tennessee,Education,High School,19.4
2022,Tennessee,Education,Less than High School,38.0
2022,Texas,Education,Graduated from college,5.9
2022,Texas,Education,High School,12.8
2022,Texas,Education,Less than High School,19.6
2022,Utah,Education,Graduated from college,2.4
2022,Utah,Education,High School,7.8
2022,Utah,Education,Less than High School,14.7
2022,Vermont,Education,Graduated from college,5.0
2022,Vermont,Education,High School,15.9
2022,Vermont,Education,Less than High School,33.4
2022,Virginia,Education,Graduated from college,5.4
2022,Virginia,Education,High School,15.0
2022,Virginia,Education,Less than High School,22.5
2022,Washington,Education,Graduated from college,3.3
2022,Washington,Education,High School,12.3
2022,Washington,Education,Less than High School,22.0
2022,West Virginia,Education,Graduated from college,8.7
2022,West Virginia,Education,High School,21.6
2022,West Virginia,Education,Less than High School,39.2
2022,Wisconsin,Education,Graduated from college,5.2
2022,Wisconsin,Education,High School,16.5
2022,Wisconsin,Education,Less than High School,30.2
2022,Wyoming,Education,Graduated from college,5.6
2022,Wyoming,Education,High School,18.2
2022,Wyoming,Education,Less than High School,26.3
2011,Alabama,Employment,Employed or Self,20.9
2011,Alabama,Employment,Homemaker or Student,13.7
2011,Alabama,Employment,Retired,10.2
2011,Alabama,Employment,Unable to work,33.9
2011,Alabama,Employment,Unemployed,41.1
2011,Alaska,Employment,Employed or Self,20.2
2011,Alaska,Employment,Homemaker or Student,22.8
2011,Alaska,Employment,Retired,13.9
2011,Alaska,Employment,Unable to work,42.6
2011,Alaska,Employment,Unemployed,40.5
2011,Arizona,Employment,Employed or Self,17.3
2011,Arizona,Employment,Homemaker or Student,11.2
2011,Arizona,Employment,Retired,8.8
2011,Arizona,Employment,Unable to work,25.9
2011,Arizona,Employment,Unemployed,31.6
2011,Arkansas,Employment,Employed or Self,25.8
2011,Arkansas,Employment,Homemaker or Student,21.4
2011,Arkansas,Employment,Retired,11.2
2011,Arkansas,Employment,Unable to work,39.8
2011,Arkansas,Employment,Unemployed,50.4
2011,California,Employment,Employed or Self,12.8
2011,California,Employment,Homemaker or Student,5.6
2011,California,Employment,Retired,8.3
2011,California,Employment,Unable to work,25.2
2011,California,Employment,Unemployed,21.9
2011,Colorado,Employment,Employed or Self,17.9
2011,Colorado,Employment,Homemaker or Student,11.4
2011,Colorado,Employment,Retired,8.7
2011,Colorado,Employment,Unable to work,30.9
2011,Colorado,Employment,Unemployed,38.6
2011,Connecticut,Employment,Employed or Self,15.7
2011,Connecticut,Employment,Homemaker or Student,7.6
2011,Connecticut,Employment,Retired,8.8
2011,Connecticut,Employment,Unable to work,36.2
2011,Connecticut,Employment,Unemployed,29.3
2011,Delaware,Employment,Employed or Self,20.8
2011,Delaware,Employment,Homemaker or Student,12.0
2011,Delaware,Employment,Retired,9.4
2011,Delaware,Employment,Unable to work,34.5
2011,Delaware,Employment,Unemployed,34.6
2011,District of Columbia,Employment,Employed or Self,13.7
2011,District of Columbia,Employment,Homemaker or Student,22.4
2011,District of Columbia,Employment,Retired,10.9
2011,District of Columbia,Employment,Unable to work,43.0
2011,District of Columbia,Employment,Unemployed,36.5
2011,Florida,Employment,Employed or Self,17.7
2011,Florida,Employment,Homemaker or Student,12.1
2011,Florida,Employment,Retired,9.6
2011,Florida,Employment,Unable to work,29.9
2011,Florida,Employment,Unemployed,26.4
2011,Georgia,Employment,Employed or Self,18.8
2011,Georgia,Employment,Homemaker or Student,11.6
2011,Georgia,Employment,Retired,8.9
2011,Georgia,Employment,Unable to work,33.8
2011,Georgia,Employment,Unemployed,34.7
2011,Hawaii,Employment,Employed or Self,13.9
2011,Hawaii,Employment,Homemaker or Student,10.8
2011,Hawaii,Employment,Retired,6.6
2011,Hawaii,Employment,Unable to work,30.4
2011,Hawaii,Employment,Unemployed,24.5
2011,Idaho,Employment,Employed or Self,17.4
2011,Idaho,Employment,Homemaker or Student,9.1
2011,Idaho,Employment,Retired,8.3
2011,Idaho,Employment,Unable to work,39.8
2011,Idaho,Employment,Unemployed,42.7
2011,Illinois,Employment,Employed or Self,18.9
2011,Illinois,Employment,Homemaker or Student,10.3
2011,Illinois,Employment,Retired,9.9
2011,Illinois,Employment,Unable to work,34.1
2011,Illinois,Employment,Unemployed,35.0
2011,Indiana,Employment,Employed or Self,21.7
2011,Indiana,Employment,Homemaker or Student,16.3
2011,Indiana,Employment,Retired,11.0
2011,Indiana,Employment,Unable to work,43.0
2011,Indiana,Employment,Unemployed,38.5
2011,Iowa,Employment,Employed or Self,19.8
2011,Iowa,Employment,Homemaker or Student,13.8
2011,Iowa,Employment,Retired,10.2
2011,Iowa,Employment,Unable to work,47.2
2011,Iowa,Employment,Unemployed,39.9
2011,Kansas,Employment,Employed or Self,19.8
2011,Kansas,Employment,Homemaker or Student,14.2
2011,Kansas,Employment,Retired,10.4
2011,Kansas,Employment,Unable to work,43.7
2011,Kansas,Employment,Unemployed,38.3
2011,Kentucky,Employment,Employed or Self,26.5
2011,Kentucky,Employment,Homemaker or Student,21.6
2011,Kentucky,Employment,Retired,12.9
2011,Kentucky,Employment,Unable to work,40.6
2011,Kentucky,Employment,Unemployed,44.5
2011,Louisiana,Employment,Employed or Self,26.1
2011,Louisiana,Employment,Homemaker or Student,15.9
2011,Louisiana,Employment,Retired,11.8
2011,Louisiana,Employment,Unable to work,33.3
2011,Louisiana,Employment,Unemployed,30.8
2011,Maine,Employment,Employed or Self,19.6
2011,Maine,Employment,Homemaker or Student,14.7
2011,Maine,Employment,Retired,8.4
2011,Maine,Employment,Unable to work,43.7
2011,Maine,Employment,Unemployed,43.8
2011,Maryland,Employment,Employed or Self,15.4
2011,Maryland,Employment,Homemaker or Student,10.1
2011,Maryland,Employment,Retired,9.7
2011,Maryland,Employment,Unable to work,33.3
2011,Maryland,Employment,Unemployed,36.3
2011,Massachusetts,Employment,Employed or Self,15.4
2011,Massachusetts,Employment,Homemaker or Student,14.4
2011,Massachusetts,Employment,Retired,9.3
2011,Massachusetts,Employment,Unable to work,35.2
2011,Massachusetts,Employment,Unemployed,30.9
2011,Michigan,Employment,Employed or Self,21.6
2011,Michigan,Employment,Homemaker or Student,14.9
2011,Michigan,Employment,Retired,10.5
2011,Michigan,Employment,Unable to work,38.7
2011,Michigan,Employment,Unemployed,41.4
2011,Minnesota,Employment,Employed or Self,18.4
2011,Minnesota,Employment,Homemaker or Student,13.1
2011,Minnesota,Employment,Retired,9.9
2011,Minnesota,Employment,Unable to work,42.3
2011,Minnesota,Employment,Unemployed,34.4
2011,Mississippi,Employment,Employed or Self,23.4
2011,Mississippi,Employment,Homemaker or Student,19.2
